msp_name	species	genus	family	order	class	phylum	superkingdom	knowledge
msp_0903	Oscillibacter sp. 57_20	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0904	[Ruminococcaceae] bacterium UBA5891	Acutalibacteraceae 3 UBA737	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0905c	Treponema succinifaciens	Treponema	Treponemataceae	Treponematales	Spirochaetia	Spirochaetota	Bacteria	known
msp_0906	[Clostridium] sp. 2789STDY5834924	Lachnoclostridium 2	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0907	[Clostridium] sp. CAG:465	unclassified Clostridiales 2j	Clostridiales 2j	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0908	unclassified Christensenellales QAND01	unclassified Christensenellales QAND01	Christensenellales QAND01	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0909	[Clostridium] sp. CAG:768	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0910	Bifidobacterium catenulatum	Bifidobacterium	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_0911	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0912	unclassified Oscillospirales 4	unclassified Oscillospirales 4	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0913	unclassified Succinivibrio	Succinivibrio	Succinivibrionaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0914	unclassified Acutalibacter	Acutalibacter	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0915c	unclassified Gastranaerophilaceae Zag111	Gastranaerophilaceae Zag111	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0916	Bifidobacterium animalis	Bifidobacterium	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_0917	unclassified Oscillospirales 4 CAG-103	Oscillospirales 4 CAG-103	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0918	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0919	Sutterella sp. 6FBBBH3	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0920	unclassified Bacteroidaceae	unclassified Bacteroidaceae	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0921	Ruminococcus sp. UBA1828	Ruminococcus 2	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0922	unclassified Angelakisella	Angelakisella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0923	Veillonella seminalis	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0924	Methanobrevibacter smithii 2	Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	unknown
msp_0925	Lactobacillus paragasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0926	unclassified Dialister	Dialister	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0927	unclassified_Erysipelatoclostridium	Erysipelatoclostridium	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0928	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0929	unclassified Clostridiales 1b	unclassified Clostridiales 1b	Clostridiales 1b	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0930	unclassified Lachnospiraceae K UBA7182	Lachnospiraceae K UBA7182	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0931	unclassified Oscillospirales 6 NK3B98	Oscillospirales 6 NK3B98	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0932	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0933	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0934	Bacteroides salanitronis	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0935	Peptostreptococcus anaerobius	Peptostreptococcus	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_0936c	Helicobacter winghamensis	Helicobacter	Helicobacteraceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	known
msp_0937	unclassified Duodenibacillus	Duodenibacillus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0938	[Firmicutes] bacterium CAG:536	unclassified_Erysipelotrichaceae	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0939	unclassified Monoglobaceae	unclassified Monoglobaceae	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_0940	unclassified Eggerthella	Eggerthella	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0941	unclassified Clostridiales 1b	unclassified Clostridiales 1b	Clostridiales 1b	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0942	Ellagibacter isourolithinifaciens	Ellagibacter	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0943	unclassified Clostridiales 1b	unclassified Clostridiales 1b	Clostridiales 1b	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0944	unclassified Clostridiales 1b	unclassified Clostridiales 1b	Clostridiales 1b	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0945	unclassified Frisingicoccus	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0946	Collinsella intestinalis	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0947	[Clostridium] sp. 26_22	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0948	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0949	unclassified Merdibacter	Merdibacter	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0950c	Sanguibacteroides justesenii == Gabonibacter massiliensis	Gabonibacter	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0951	unclassified Alistipes 2	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0952	Agathobaculum desmolans	Agathobaculum	Butyricicoccaceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	known
msp_0953	unclassified Ruminococcaceae	unclassified Ruminococcaceae	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0954	unclassified Parasutterella	Parasutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0955	Firmicutes bacterium CAG:345	unclassified Bacilli RFN20 CAG-288	Bacilli RFN20 CAG-288	Bacilli RFN20	Bacilli	Firmicutes	Bacteria	unknown
msp_0956	Fusobacterium sp. clos_1_1	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_0957	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0958	unclassified Lawsonibacter	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0959	unclassified Acutalibacteraceae 3 UBA737	Acutalibacteraceae 3 UBA737	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0960	unclassified Clostridiales 1b	unclassified Clostridiales 1b	Clostridiales 1b	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0961	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0962	unclassified Acutalibacteraceae 2 CAG-528	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0963c	Campylobacter hominis	Campylobacter	Campylobacteraceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	known
msp_0964	[Clostridium] sp. CAG:571	unclassified Clostridiales 2e	Clostridiales 2e	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0965	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0966	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0967	unclassified Burkholderiaceae CAG-521	Burkholderiaceae CAG-521	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0968c	Veillonella magna	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0969	Olsenella provencensis	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0970	Collinsella bouchesdurhonensis	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0971	Bacteroides sartorii	Bacteroides 3	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0972	unclassified Prevotellamassilia	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0973	unclassified Merdibacter	Merdibacter	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0974c	Gemella sanguinis	Gemella	Gemellaceae	Staphylococcales	Bacilli	Firmicutes	Bacteria	known
msp_0975	unclassified Clostridiales 1d	unclassified Clostridiales 1d	Clostridiales 1d	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0976	unclassified Oscillospirales 5 CAG-170	Oscillospirales 5 CAG-170	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0977	[Flavonifractor] sp. 2789STDY5834895 & sp. 2789STDY5834937 /  [Clostridium] sp. 2789STDY5608878	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0978	unclassified Peptococcaceae	unclassified Peptococcaceae	Peptococcaceae	Peptococcales	Peptococcia	Firmicutes	Bacteria	unknown
msp_0979	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0980	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0981	unclassified_Holdemanella	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0982	unclassified Clostridiales 1b	unclassified Clostridiales 1b	Clostridiales 1b	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0983	Streptococcus lutetiensis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0984	unclassified Burkholderiaceae CAG-521	Burkholderiaceae CAG-521	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0985	[Mycoplasma] sp. CAG:472	Bacilli RF39 CAG-1000 CAG-460	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_0986	[Coprococcus] catus	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0987	unclassified Rikenellaceae 2 RC9	Rikenellaceae 2 RC9	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0988	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0989	unclassified Coprococcus	Coprococcus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0990	unclassified Victivallaceae	unclassified Victivallaceae	Victivallaceae	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_0991	unclassified Rikenellaceae 2 RC9	Rikenellaceae 2 RC9	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0992	unclassified Methanomethylophilaceae	unclassified Methanomethylophilaceae	Methanomethylophilaceae	Methanomassiliicoccales	Thermoplasmata	Thermoplasmatota	Archaea	unknown
msp_0993	unclassified Clostridiales 2f	unclassified Clostridiales 2f	Clostridiales 2f	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0994	Selenomonadaceae bacterium UBA2829	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0995	unclassified Oribacterium	Oribacterium	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0996	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0997	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0998	unclassified Gastranaerophilaceae CAG-484	Gastranaerophilaceae CAG-484	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0999	Collinsella stercoris	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_1000	unclassified Barnesiellaceae	unclassified Barnesiellaceae	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1001	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1002	unclassified Acutalibacteraceae 2 CAG-528	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1003	[Eubacterium] sp. CAG:841	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1004	unclassified Clostridiales 2c	unclassified Clostridiales 2c	Clostridiales 2c	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1005	[Clostridium] sp. CAG:508	unclassified Clostridiales 2b	Clostridiales 2b	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1006	Lactobacillus fermentum	Lactobacillus H	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1007	[Coprobacillus] sp. CAG:698	unclassified Bacilli ML615J-28 CAG-698	Bacilli ML615J-28 CAG-698	Bacilli ML615J-28	Bacilli	Firmicutes	Bacteria	unknown
msp_1008	unclassified Bacilli ML615J-28 CAG-313	unclassified Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28	Bacilli	Firmicutes	Bacteria	unknown
msp_1009	Senegalimassilia anaerobia	Senegalimassilia	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_1010	unclassified Anaerotignaceae CAG-274	Anaerotignaceae CAG-274	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1011	[Clostridium] sp. CAG:557	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1012	[Intestinimonas] massiliensis	Flavonifractor	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	known
msp_1013	unclassified Acutalibacter	Acutalibacter	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1014	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1016	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1017	unclassified Agathobaculum	Agathobaculum	Butyricicoccaceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1018	Methanomethylophilus alvus / Methanoculleus sp. CAG:1088	Methanomethylophilus	Methanomethylophilaceae	Methanomassiliicoccales	Thermoplasmata	Thermoplasmatota	Archaea	unknown
msp_1019	Oxalobacter formigenes	Oxalobacter	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1020	unclassified Lachnospiraceae B TF01-11	Lachnospiraceae B TF01-11	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1021	Clostridia bacterium CIM:MAG 232	Oscillospirales 5 CAG-170	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1022	unclassified Monoglobaceae	unclassified Monoglobaceae	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_1023	unclassified Gastranaerophilaceae Zag111	Gastranaerophilaceae Zag111	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_1024	uncultured [Selenomonadales] bacterium RUG048	Succiniclasticum	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_1025	unclassified Lentisphaeria	unclassified Lentisphaeria	unclassified Lentisphaeria	unclassified Lentisphaeria	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_1026	unclassified Alistipes	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1027	unclassified Bacilli RF39 CAG-1000 CAG-628	Bacilli RF39 CAG-1000 CAG-628	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1028c	Prevotella intermedia	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1029	unclassified Oscillospirales 3	unclassified Oscillospirales 3	Oscillospirales 3	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1030	unclassified Oscillospiraceae	unclassified Oscillospiraceae	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1031	unclassified Duodenibacillus	Duodenibacillus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1032	unclassified Evtepia	Evtepia	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1033	[Clostridium] sp. CAG:273	unclassified Clostridiales 2b	Clostridiales 2b	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1034	Anaeroglobus geminatus	Anaeroglobus	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_1035	[Mobilibacterium] timonense	Mogibacterium	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_1036	unclassified Dialister	Dialister	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_1037	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1038	Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1039	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1040c	[Colibacter] massiliensis	Anaeroglobus	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_1041	unclassified Blautia	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1042	unclassified Bacilli RF39 CAG-611 UBA7057	Bacilli RF39 CAG-611 UBA7057	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1043	[Mycoplasma] sp. CAG:611	Bacilli RF39 CAG-611 CAG-611	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1044	unclassified Fusobacterium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_1045	Prevotella sp. CAG:1320	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1046	Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_1047	unclassified Bacilli RF39 CAG-1000 CAG-460	Bacilli RF39 CAG-1000 CAG-460	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1048	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1049	[Clostridium] sp. CAG:451	Bacilli RF39 CAG-611 CAG-451	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1050	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1051	unclassified Gordonibacter	Gordonibacter	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1052	Bacteroidales bacterium 52_46	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1053	unclassified Anaerovoracaceae CAG-145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_1054	[Clostridium] sp. CAG:780	unclassified Clostridiales 2b	Clostridiales 2b	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1055	unclassified Roseburia	Roseburia	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1056	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1057c	Peptoniphilus lacrimalis	Peptoniphilus	Peptoniphilaceae	Tissierellales	Clostridia	Firmicutes	Bacteria	known
msp_1058c	Proteus genomosp. 6	Proteus	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1059c	Lactobacillus gallinarum	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1060c	unclassified Flavonifractor	Flavonifractor	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1061c	unclassified Monoglobales UBA1381	unclassified Monoglobales UBA1381	Monoglobales UBA1381	Monoglobales	Clostridia	Firmicutes	Bacteria	unknown
msp_1062	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1063c	Peptostreptococcus sp. MV1	Peptostreptococcus	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_1064	unclassified Dialisteraceae UBA1822	Dialisteraceae UBA1822	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_1065	Veillonellaceae bacterium UBA1822	Dialisteraceae UBA1822	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_1066	unclassified Bacilli RF39 UBA5348 CAG-1193	Bacilli RF39 UBA5348 CAG-1193	Bacilli RF39 UBA5348	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1067	unclassified Clostridiales 1d	unclassified Clostridiales 1d	Clostridiales 1d	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1068	[Clostridium] sp. CAG:524	Bacilli RF39 CAG-1000 CAG-1000	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_1069	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1070	Butyricicoccus pullicaecorum	Butyricicoccus	Butyricicoccaceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	known
msp_1071	[Coprobacillus] sp. CAG:826	unclassified Bacilli RFN20 CAG-826	Bacilli RFN20 CAG-826	Bacilli RFN20	Bacilli	Firmicutes	Bacteria	unknown
msp_1072	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_1073	unclassified Clostridiales 1b	unclassified Clostridiales 1b	Clostridiales 1b	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1074	unclassified Clostridiales 1f	unclassified Clostridiales 1f	Clostridiales 1f	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1075	unclassified Kiritimatiellae	unclassified Kiritimatiellae	unclassified Kiritimatiellae	unclassified Kiritimatiellae	Kiritimatiellae	Verrucomicrobiota	Bacteria	unknown
msp_1076	unclassified Bilophila	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_1077	unclassified Lachnospiraceae G COE1	Lachnospiraceae G COE1	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1078	unclassified Intestinimonas	Intestinimonas	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1079	unclassified Victivallales UBA1829	unclassified Victivallales UBA1829	Victivallales UBA1829	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_1081	Fusobacterium gonidiaformans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_1082	unclassified Clostridiales 1i	unclassified Clostridiales 1i	Clostridiales 1i	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_1083	unclassified Alistipes	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1084	[Eubacterium] sp. ER2	unclassified Lachnospiraceae J	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1085	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
