msp_name	species	genus	family	order	class	phylum	superkingdom	knowledge
msp_0001	Blastocystis sp. subtype 3	Blastocystis	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	known
msp_0002	Blastocystis sp. subtype 1	Blastocystis	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	known
msp_0003	Bacteroides cellulosilyticus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0004	Blastocystis sp. subtype 2	Blastocystis	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	known
msp_0005	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0006	Blastocystis sp. subtype 4	Blastocystis	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	known
msp_0007	Bacteroides ovatus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0008	Bacteroides intestinalis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0009	Enterocloster bolteae	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0010	Bacteroides fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0011	Bacteroides thetaiotaomicron	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0012	Parabacteroides distasonis	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0013	Ruminococcus bicirculans	Ruminococcus 2	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0014	Eisenbergiella tayi	Eisenbergiella	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0015	Agathobacter faecis	Agathobacter	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0016	Bacteroides plebeius	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0017	Roseburia intestinalis	Roseburia	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0018	Eisenbergiella massiliensis	Eisenbergiella	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0019	Bacteroides faecis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0020	Enterocloster clostridioformis	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0021	Bacteroides xylanisolvens	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0022	Bacteroides finegoldii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0023	Bacteroides caccae	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0024	Hungatella effluvii	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0025	Akkermansia muciniphila	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobiota	Bacteria	known
msp_0026	Paraprevotella clara	Paraprevotella	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0027	Parabacteroides merdae	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0028	Parabacteroides goldsteinii	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0029	[Eubacterium] eligens	Lachnospira	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0030	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0031	Bacteroides stercoris	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0032	Alistipes onderdonkii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0033	Bacteroides fragilis 2	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0034	[Faecalibacterium] sp. CAG:74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0035	Bacteroides dorei	Bacteroides 3	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0036	Bacteroides eggerthii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0037	Bacteroides salyersiae	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0038	unclassified Victivallales UBA1829	unclassified Victivallales UBA1829	Victivallales UBA1829	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_0039	Lachnospiraceae bacterium hRUG904 / Clostridiales bacterium RUG495 / [Clostridium] sp. CAG:127	Lachnospiraceae A RUG495	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0040	Bacteroides massiliensis	Bacteroides 3	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0041	Prevotella copri 1	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0042	Coprococcus eutactus 2	Coprococcus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0043	Bacteroides coprocola	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0044	Hungatella hathewayi	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0045	[Ruminococcus] bromii 2	Acutalibacteraceae 3 CAG-581	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0046	Bacteroides uniformis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0047	[Eubacterium] sp. CAG:115	Ruminococcaceae CAG-115	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0048	[Eubacterium] sp. CAG:38	Lachnospira	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0049	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0050	Anaerobutyricum hallii	Anaerobutyricum	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0051	unclassified Muribaculaceae sp6	Muribaculaceae sp6	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0052	Blautia sp. CAG:257	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0053	[Eubacterium] siraeum	Ruminiclostridium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0054	Bacteroides nordii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0055	Firmicutes bacterium CAG:65 / [Clostridium] sp. 2789STDY5608883	unclassified Lachnospiraceae G	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0056	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0057	[Roseburia] sp. CAG:45 & sp. 2789STDY5608886	Lachnospiraceae C EuR	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0058	[Ruminococcus] gnavus	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0059	Barnesiella intestinihominis	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0060	Lachnospiraceae bacterium CIM:MAG 844 / Firmicutes bacterium CAG:95	Acetatifactor	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0061	Bacteroides congonensis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0062	Odoribacter splanchnicus	Odoribacter	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0063	Bacteroides clarus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0064	[Alistipes] sp. CAG:435	Rikenellaceae 2 RC9	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0065	[Ruminococcus] sp. CAG:17 / Blautia sp. 2789STDY5608880	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0066	[Clostridium] sp. AT4	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0067	Prevotella marseillensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0068	Agathobacter rectale	Agathobacter	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0069	Bacteroides vulgatus	Bacteroides 3	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0070	Akkermansia muciniphila 2	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobiota	Bacteria	known
msp_0071	Roseburia hominis	Roseburia	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0072	Roseburia inulinivorans	Roseburia	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0073	Victivallales bacterium CCUG 44730	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_0074	[Roseburia] sp. CAG:100 / Lachnospiraceae bacterium CIM:MAG 54	Lachnospiraceae G COE1	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0075	Lachnospiraceae sp. 3	unclassified Lachnospiraceae G	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0076	Blautia wexlerae	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0077	unclassified Lachnospiraceae B CAG-882	Lachnospiraceae B CAG-882	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0078	Prevotella sp. CAG:732	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0079	[Clostridium] sp. CAG:7	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0080	Prevotellamassilia timonensis	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0081	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0082c	Providencia rettgeri 2	Providencia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0083	Parabacteroides johnsonii	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0084	Prevotella sp. RUG457 & sp. RUG782 & sp. CAG:386	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0085	unclassified Eisenbergiella	Eisenbergiella	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0086	[Clostridium] symbiosum	Lachnoclostridium	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0087	Lachnospira pectinoschiza	Lachnospira	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0088	Butyricimonas sp. Marseille-P3923	Butyricimonas	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0089	Alistipes finegoldii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0090	Alistipes putredinis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0091	Prevotella sp. CAG:604	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0092	Sutterella wadsworthensis 1	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0093	[Clostridium] sp. CAG:62	Lachnospiraceae B EuB	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0094	unclassified Roseburia	Roseburia	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0095	[Eubacterium] sp. CAG:202	Acutalibacteraceae 3 CAG-581	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0096	Bacteroides sp. CAG:443	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0097	Paraprevotella xylaniphila	Paraprevotella	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0098	Parabacteroides gordonii	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0099	Lentisphaeria bacterium UBA1829	unclassified Victivallales UBA1829	Victivallales UBA1829	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_0100	Morganella morganii	Morganella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0101	Bacteroides sp. CAG:875 & sp. 2789STDY5834845	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0102	unclassified Bacteroides 3	Bacteroides 3	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0103	[Clostridium] innocuum	Absiella-Longicatena	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_0104	Emergencia timonensis	Emergencia	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_0105	[Ruminococcus] sp. CAG:177	Acutalibacteraceae 1 CAG-177	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0106	[Clostridiales] bacterium UBA7273 / Firmicutes bacterium CAG:240	Oscillospirales 4 F23-B02	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0107	Anaerostipes hadrus	Anaerostipes	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0108	Enterobacter hormaechei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0109	[Clostridium] scindens 2	Dorea	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0110	Bilophila wadsworthia	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	known
msp_0111	[Faecalimonas] umbilicata	Tyzzerella	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0112	Blautia hydrogenotrophica	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0113	Blautia producta 2	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0114	Bacteroides coprophilus	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0115c	[Lachnoclostridium] phytofermentans 2	unclassified Lachnospiraceae K	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0116	unclassified Victivallales UBA1829	unclassified Victivallales UBA1829	Victivallales UBA1829	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_0117	Butyricimonas faecalis	Butyricimonas	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0118	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0119	unclassified Massilibacillaceae	unclassified Massilibacillaceae	Massilibacillaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0120	unclassified Victivallis	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_0121	[Oscillibacter] sp. CAG:241_62_21	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0122	unclassified Bacteroides CAG-462	Bacteroides CAG-462	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0123	Prevotella sp. CAG:520	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0124	[Candidatus Cibiobacter] qucibialis	Gemmiger	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0125	Firmicutes bacterium CAG:24 / [Clostridium] sp. 2789STDY5834869 & 2789STDY5834922	Eisenbergiella	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0126	[Ruminococcus] torques	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0127	Ruminococcus sp. CAG:353 & sp. 2789STDY5834938	Ruminococcus 2	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0128	Butyricimonas virosa	Butyricimonas	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0129	[Clostridium] sp. CAG:58	Lachnoclostridium 2	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0130	Candidatus Gastranaerophilales bacterium x14	Gastranaerophilaceae CAG-196	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0131	Phascolarctobacterium faecium	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	known
msp_0132	Coprobacillus cateniformis	Coprobacillus	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_0133	Coprococcus sp. 2789STDY5608819 / [Clostridium] sp. CAG:264	Coprococcus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0134	Megamonas funiformis == rupellensis	Megamonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_0135	Enterocloster clostridioformis 2	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0136	Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0137	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0138	Bifidobacterium pseudocatenulatum	Bifidobacterium	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_0139	Coprobacter fastidiosus	Coprobacter	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0140	Klebsiella oxytoca	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0141	Blautia massiliensis	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0142	[Blautia] sp. CAG:52 & SG-772 & sp. 2789STDY5834917	Fusicatenibacter	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0143	Parabacteroides sp. CAG:409	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0144	[Clostridium] sp. CAG:138	unclassified Christensenellales CAG-138	Christensenellales CAG-138	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0145	Parasutterella excrementihominis	Parasutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0146c	Streptococcus sanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0147	unclassified Acutalibacteraceae 1 UBA1691	Acutalibacteraceae 1 UBA1691	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0148c	Veillonella infantium	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0149	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0150c	[Clostridium] methylpentosum	Massilioclostridium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0151	Butyricimonas faecihominis	Butyricimonas	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0152	Mediterraneibacter faecis	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0153	Erysipelatoclostridium ramosum	Erysipelatoclostridium	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_0154	Fusicatenibacter saccharivorans	Fusicatenibacter	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0155	Parabacteroides acidifaciens	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0156	unclassified Parabacteroides	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0157	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0158	[Eubacterium] sp. CAG:252	Lachnospira	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0159	Victivallis vadensis	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	known
msp_0160	[Faecalitalea] sp. UBA637	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0161	[Eubacterium] sp. CAG:248	Lachnospira	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0162	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0163	Firmicutes bacterium CAG:227	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0164	[Ruminococcus] sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56	Lachnospiraceae K CAG-56	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0165	unclassified Fusicatenibacter	Fusicatenibacter	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0166	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_0167c	Plesiomonas shigelloides	Plesiomonas	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0168	Firmicutes bacterium CAG:194	unclassified Lachnospiraceae	Lachnospiraceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0169	[Roseburia] sp. CAG:197	Agathobacter	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0170	Azospirillum sp. CAG:239	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0171	Blautia hansenii	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0172	Ruthenibacterium lactatiformans	Ruthenibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0173	[Christensenellaceae] bacterium Phil1 & [Clostridium] sp. CAG:226	unclassified Christensenellales CAG-138	Christensenellales CAG-138	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0174	Klebsiella quasipneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0175	Lachnospiraceae bacterium TF01-11 / [Clostridium] sp. CAG:122	Lachnospiraceae B TF01-11	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0176	Prevotella sp. P4-65 & P4-76 & P5-60 & P5-119 & P5-125 & CAG:592	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0177	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0178	Ruminococcus sp. A254.MGS-254 & CAG:254	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0179	Coprococcus eutactus	Coprococcus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0180	Blautia coccoides == Blautia producta	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0181	unclassified Marvinbryantia	Marvinbryantia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0182	Firmicutes bacterium CAG:424	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0183	[Acetobacter] sp. 46_36 & CAG:267 / Alphaproteobacteria bacterium UBA7083	Alphaproteobacteria RF32 CAG-239 CAG-267	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0184	[Culturomica] massiliensis	Odoribacter	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0185	unclassified Eisenbergiella	Eisenbergiella	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0186	[Clostridium] sp. CAG:299	Lachnoclostridium	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0187	Bacteroides togonis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0188	Erysipelatoclostridium sp1	Erysipelatoclostridium	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0189	Blautia sp. CAG:237	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0190	Bacteroides sp. CAG:530	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
